país,data,nome,tipo
solomon-islands,21 de Jun,June Solstice,Season
solomon-islands,29 de Jun,Central Province Day,Local holiday
solomon-islands,7 de Jul,Independence Day,Public Holiday
solomon-islands,20 de Jul,Rennell and Bellona Province Day,Local holiday
solomon-islands,1 de Ago,Gualdalcanal Province Day,Local holiday
solomon-islands,3 de Ago,Makira-Ulawa Province Day,Local holiday
solomon-islands,15 de Ago,Malaita Province Day,Local holiday
solomon-islands,12 de Set,National Day of Mourning for Queen Elizabeth II,Public Holiday
solomon-islands,13 de Set,National Day of Mourning for Queen Elizabeth II,Observance
solomon-islands,14 de Set,National Day of Mourning for Queen Elizabeth II,Observance
solomon-islands,23 de Set,September Equinox,Season
solomon-islands,7 de Dez,Western Province Day,Local holiday
solomon-islands,22 de Dez,December Solstice,Season
solomon-islands,25 de Dez,Christmas Day,Public Holiday
solomon-islands,26 de Dez,National Day of Thanksgiving,Public Holiday
solomon-islands,27 de Dez,Day off for National Day of Thanksgiving,Public Holiday
somalia,1 de Jan,New Year,Public Holiday
somalia,28 de Fev,Isra and Mi'raj,Common local holiday
somalia,20 de Mar,March Equinox,Season
somalia,1 de Mai,May Day,Public Holiday
somalia,2 de Mai,Eid al-Fitr,Public Holiday
somalia,3 de Mai,Eid al-Fitr Holiday,Common local holiday
somalia,18 de Mai,Restoration of Somaliland Sovereignty,Common local holiday
somalia,19 de Mai,Restoration of Somaliland Sovereignty Holiday,Common local holiday
somalia,21 de Jun,June Solstice,Season
somalia,26 de Jun,Independence Day,Public Holiday
somalia,1 de Jul,Republic Day,Common local holiday
somalia,10 de Jul,Eid al-Adha (Tentative Date),Public Holiday
somalia,11 de Jul,Eid al-Adha Holiday (Tentative Date),Common local holiday
somalia,30 de Jul,Muharram,Common local holiday
somalia,8 de Ago,Ashura,Public Holiday
somalia,23 de Set,September Equinox,Season
somalia,8 de Out,The Prophet's Birthday,Public Holiday
somalia,22 de Dez,December Solstice,Season
south-africa,1 de Jan,New Year's Day,Public Holiday
south-africa,2 de Jan,Tweede Nuwe Jaar,Observance
south-africa,28 de Fev,Maha Shivaratri,Hindu Holiday
south-africa,1 de Mar,Isra and Mi'raj,Muslim
south-africa,18 de Mar,Holi,Hindu Holiday
south-africa,20 de Mar,March Equinox,Season
south-africa,21 de Mar,Human Rights Day,Public Holiday
south-africa,15 de Abr,Good Friday,Public Holiday
south-africa,16 de Abr,Holy Saturday,"Observance, Christian"
south-africa,17 de Abr,Easter Sunday,"Observance, Christian"
south-africa,18 de Abr,Family Day,Public Holiday
south-africa,27 de Abr,Freedom Day,Public Holiday
south-africa,28 de Abr,Laylatul Qadr (Night of Power) (Tentative Date),Muslim
south-africa,1 de Mai,Workers' Day,Public Holiday
south-africa,2 de Mai,Day off for Workers' Day,Public Holiday
south-africa,3 de Mai,Eid ul Fitr,Muslim
south-africa,8 de Mai,Mother's Day,Observance
south-africa,16 de Jun,Youth Day,Public Holiday
south-africa,19 de Jun,Father's Day,Observance
south-africa,21 de Jun,June Solstice,Season
south-africa,10 de Jul,Eid al-Adha,Muslim
south-africa,18 de Jul,Nelson Mandela Day,Observance
south-africa,31 de Jul,Muharram/Islamic New Year,Muslim
south-africa,9 de Ago,National Women's Day,Public Holiday
south-africa,11 de Ago,Raksha Bandhan,Hindu Holiday
south-africa,19 de Ago,Janmashtami,Hindu Holiday
south-africa,31 de Ago,Ganesh Chaturthi,Hindu Holiday
south-africa,23 de Set,September Equinox,Season
south-africa,24 de Set,Heritage Day,Public Holiday
south-africa,26 de Set,Navaratri,Hindu Holiday
south-africa,5 de Out,Dussehra,Hindu Holiday
south-africa,9 de Out,Milad un Nabi (Mawlid),Muslim
south-africa,24 de Out,Diwali/Deepavali,Hindu Holiday
south-africa,16 de Dez,Day of Reconciliation,Public Holiday
south-africa,21 de Dez,December Solstice,Season
south-africa,24 de Dez,Christmas Eve,"Observance, Christian"
south-africa,25 de Dez,Christmas Day,Public Holiday
south-africa,26 de Dez,Day of Goodwill,Public Holiday
south-africa,31 de Dez,New Year's Eve,Observance
south-korea,1 de Jan,New Year's Day,Public Holiday
south-korea,31 de Jan,Seollal Holiday,Public Holiday
south-korea,1 de Fev,Seollal,Public Holiday
south-korea,2 de Fev,Seollal Holiday,Public Holiday
south-korea,14 de Fev,Valentine's Day,Observance
south-korea,1 de Mar,Independence Movement Day,National holiday
south-korea,9 de Mar,Presidential Election,Public Holiday
south-korea,21 de Mar,March Equinox,Season
south-korea,5 de Abr,Arbor Day,Observance
south-korea,1 de Mai,Labor Day,Bank Holiday
south-korea,5 de Mai,Children's Day,Public Holiday
south-korea,8 de Mai,Buddha's Birthday,Public Holiday
south-korea,8 de Mai,Parents' Day,Observance
south-korea,15 de Mai,Teacher's Day,Observance
south-korea,1 de Jun,Local Election Day,Public Holiday
south-korea,6 de Jun,Memorial Day,Public Holiday
south-korea,21 de Jun,June Solstice,Season
south-korea,17 de Jul,Constitution Day,Observance
south-korea,15 de Ago,Liberation Day,National holiday
south-korea,9 de Set,Chuseok Holiday,Public Holiday
south-korea,10 de Set,Chuseok,Public Holiday
south-korea,11 de Set,Chuseok Holiday,Public Holiday
south-korea,12 de Set,Day off for Chuseok Holiday,Public Holiday
south-korea,23 de Set,September Equinox,Season
south-korea,1 de Out,Armed Forces Day,Observance
south-korea,3 de Out,National Foundation Day,National holiday
south-korea,9 de Out,Hangeul Proclamation Day,National holiday
south-korea,10 de Out,Day off for Hangeul Proclamation Day,National holiday
south-korea,31 de Out,Halloween,Observance
south-korea,22 de Dez,December Solstice,Season
south-korea,24 de Dez,Christmas Eve,Observance
south-korea,25 de Dez,Christmas Day,Public Holiday
south-korea,31 de Dez,New Year's Eve,Observance
south-sudan,1 de Jan,New Year,Public Holiday
south-sudan,9 de Jan,Peace Agreement Day,Public Holiday
south-sudan,14 de Fev,Valentine's Day,Observance
south-sudan,8 de Mar,International Women's Day,Observance
south-sudan,20 de Mar,March Equinox,Season
south-sudan,17 de Abr,Easter Sunday,Public Holiday
south-sudan,1 de Mai,May Day,Public Holiday
south-sudan,2 de Mai,Day off for May Day,Public Holiday
south-sudan,2 de Mai,Eid al-Fitr,Public Holiday
south-sudan,3 de Mai,Eid al-Fitr,Public Holiday
south-sudan,4 de Mai,Eid al-Fitr,Public Holiday
south-sudan,16 de Mai,SPLA Day,Public Holiday
south-sudan,10 de Jun,Father's Day,Observance
south-sudan,21 de Jun,June Solstice,Season
south-sudan,4 de Jul,Mother's Day,Observance
south-sudan,9 de Jul,Eid al-Adha,Public Holiday
south-sudan,9 de Jul,Independence Day,Public Holiday
south-sudan,11 de Jul,Public Holiday,Public Holiday
south-sudan,30 de Jul,Martyrs Day,Public Holiday
south-sudan,30 de Ago,Unified Force Graduation Public Holiday,Public Holiday
south-sudan,23 de Set,September Equinox,Season
south-sudan,13 de Nov,Grandparents' Day,Observance
south-sudan,21 de Dez,December Solstice,Season
south-sudan,25 de Dez,Christmas Day,Public Holiday
south-sudan,28 de Dez,Republic Day,Observance
south-sudan,31 de Dez,New Year's Eve,Observance
spain,1 de Jan,New Year's Day,National holiday
spain,2 de Jan,Reconquest Day,Provincial Holiday
spain,6 de Jan,Epiphany,National holiday
spain,23 de Jan,Day of Saint Ildefonso,Observance
spain,29 de Jan,St. Valero's Feast,Provincial Holiday
spain,14 de Fev,Valentine's Day,Observance
spain,28 de Fev,Day of Andalucía,Autonomous Community Holiday
spain,1 de Mar,Day of the Balearic Islands,Autonomous Community Holiday
spain,2 de Mar,Ash Wednesday,Observance
spain,5 de Mar,Fifth of March,Provincial Holiday
spain,13 de Mar,Statute of the Autonomous City of Melilla Day,Observance
spain,19 de Mar,Father's Day,Observance
spain,19 de Mar,San Jose,Observance
spain,19 de Mar,San Jose,Autonomous Community Holiday
spain,20 de Mar,March Equinox,Season
spain,27 de Mar,Daylight Saving Time starts,Clock change/Daylight Saving Time
spain,10 de Abr,Palm Sunday,Observance
spain,14 de Abr,Maundy Thursday,Autonomous Community Holiday
spain,14 de Abr,Sermon of the Tortillas,Observance
spain,15 de Abr,Good Friday,National holiday
spain,17 de Abr,Easter Sunday,Observance
spain,18 de Abr,Easter Monday,Autonomous Community Holiday
spain,23 de Abr,Santa Faz,Observance
spain,23 de Abr,Day of Aragón,Autonomous Community Holiday
spain,23 de Abr,St George's Day,Local observance
spain,23 de Abr,Castile and León Day,Autonomous Community Holiday
spain,28 de Abr,San Prudencio,Observance
spain,1 de Mai,Labor Day / May Day,Observance
spain,1 de Mai,Mothers' Day,Observance
spain,2 de Mai,Monday After The Labor Festival,Autonomous Community Holiday
spain,2 de Mai,Day of Madrid,Autonomous Community Holiday
spain,3 de Mai,Eid al-Fitr,Autonomous Community Holiday
spain,3 de Mai,Eid al-Fitr,Observance
spain,15 de Mai,Feast Day of St Isidore,Municipal Holiday
spain,17 de Mai,Galicia Literature Day,Autonomous Community Holiday
spain,30 de Mai,Day of the Canary Islands,Autonomous Community Holiday
spain,31 de Mai,Day of Castile-La Mancha,Autonomous Community Holiday
spain,5 de Jun,Whit Sunday/Pentecost,Observance
spain,6 de Jun,Whit Monday,Autonomous Community Holiday
spain,9 de Jun,Day of Murcia,Autonomous Community Holiday
spain,9 de Jun,Day of La Rioja,Autonomous Community Holiday
spain,13 de Jun,San Antonio,Observance
spain,16 de Jun,Corpus Christi,Autonomous Community Holiday
spain,21 de Jun,June Solstice,Season
spain,24 de Jun,Saint John the Baptist Day,Autonomous Community Holiday
spain,24 de Jun,Saint John the Baptist Day,Observance
spain,10 de Jul,Eid al-Adha,Autonomous Community Holiday
spain,13 de Jul,Festival of the Vaquillas,Observance
spain,25 de Jul,Feast of Saint James the Apostle,Observance
spain,25 de Jul,Feast of Saint James the Apostle,Autonomous Community Holiday
spain,28 de Jul,Day of the Institutions,Autonomous Community Holiday
spain,5 de Ago,Feast of the White Virgin,Provincial Holiday
spain,5 de Ago,The Day of Our Lady of Africa,Autonomous Community Holiday
spain,14 de Ago,The Day of Cantabria,Local observance
spain,15 de Ago,Assumption of Mary,National holiday
spain,19 de Ago,Feast of Saint Maginus,Observance
spain,2 de Set,Day of the Independent City of Ceuta,Autonomous Community Holiday
spain,6 de Set,Elcano's Day,Autonomous Community Holiday
spain,8 de Set,Virgin of the Plains,Provincial Holiday
spain,8 de Set,Day of Asturias,Autonomous Community Holiday
spain,8 de Set,Day of Extremadura,Autonomous Community Holiday
spain,8 de Set,Virgin of the Victory,Autonomous Community Holiday
spain,11 de Set,National Day of Catalonia,Observance
spain,15 de Set,Nuestra Señora de la Bien Aparecida,Autonomous Community Holiday
spain,17 de Set,Day of Melilla,Autonomous Community Holiday
spain,23 de Set,Day of Saint Tecla,Observance
spain,23 de Set,September Equinox,Season
spain,24 de Set,Virgin of Mercy,Provincial Holiday
spain,9 de Out,Day of the Valencian Community,Autonomous Community Holiday
spain,12 de Out,Hispanic Day,National holiday
spain,30 de Out,Daylight Saving Time ends,Clock change/Daylight Saving Time
spain,1 de Nov,All Saint's Day Holiday,National holiday
spain,9 de Nov,La Almudena,Municipal Holiday
spain,3 de Dez,Day of Navarre,Autonomous Community Holiday
spain,6 de Dez,Constitution Day Holiday,National holiday
spain,8 de Dez,Immaculate Conception,National holiday
spain,9 de Dez,Day of Saint Leocadia,Observance
spain,21 de Dez,December Solstice,Season
spain,24 de Dez,Christmas Eve,Observance
spain,25 de Dez,Christmas Day,Observance
spain,26 de Dez,Day After Christmas Day,Autonomous Community Holiday
spain,26 de Dez,St Stephen's Day,Autonomous Community Holiday
spain,26 de Dez,St Stephen's Day,Observance
spain,30 de Dez,Feast of the Holy Family,Observance
spain,31 de Dez,New Year's Eve,Observance
sri-lanka,14 de Jan,Tamil Thai Pongal Day,Public Holiday
sri-lanka,17 de Jan,Duruthu Full Moon Poya Day,Public Holiday
sri-lanka,4 de Fev,National Day,Public Holiday
sri-lanka,14 de Fev,Valentine's Day,Observance
sri-lanka,16 de Fev,Navam Full Moon Poya Day,Public Holiday
sri-lanka,1 de Mar,Mahasivarathri Day,Public Holiday
sri-lanka,17 de Mar,Madin Full Moon Poya Day,Public Holiday
sri-lanka,18 de Mar,Holi,Hindu Holiday
sri-lanka,20 de Mar,March Equinox,Season
sri-lanka,11 de Abr,Sinhala And Tamil Holiday,Public Holiday
sri-lanka,12 de Abr,Sinhala And Tamil Holiday,Public Holiday
sri-lanka,13 de Abr,Sinhala and Tamil New Year's Eve,Public Holiday
sri-lanka,14 de Abr,Sinhala and Tamil New Year's Day,Public Holiday
sri-lanka,15 de Abr,Good Friday,Public Holiday
sri-lanka,16 de Abr,Bak Full Moon Poya Day,Public Holiday
sri-lanka,17 de Abr,Easter Sunday,Observance
sri-lanka,1 de Mai,May Day,Public Holiday
sri-lanka,2 de Mai,Special Bank Holiday,Public Holiday
sri-lanka,3 de Mai,Eid al-Fitr,Public Holiday
sri-lanka,8 de Mai,Mother's Day,Observance
sri-lanka,15 de Mai,Vesak Full Moon Poya Day,Public Holiday
sri-lanka,16 de Mai,Day after Vesak Full Moon Poya Day,Public Holiday
sri-lanka,13 de Jun,Public Sector Holiday,Government Holiday
sri-lanka,14 de Jun,Poson Full Moon Poya Day,Public Holiday
sri-lanka,17 de Jun,Public Sector Holiday,Government Holiday
sri-lanka,19 de Jun,Father's Day,Observance
sri-lanka,21 de Jun,June Solstice,Season
sri-lanka,24 de Jun,Public Sector Holiday,Government Holiday
sri-lanka,1 de Jul,Public Sector Holiday,Government Holiday
sri-lanka,8 de Jul,Public Sector Holiday,Government Holiday
sri-lanka,10 de Jul,Eid al-Adha,Public Holiday
sri-lanka,13 de Jul,Esala Full Moon Poya Day,Public Holiday
sri-lanka,15 de Jul,Public Sector Holiday,Government Holiday
sri-lanka,22 de Jul,Public Sector Holiday,Government Holiday
sri-lanka,29 de Jul,Public Sector Holiday,Government Holiday
sri-lanka,11 de Ago,Raksha Bandhan,Hindu Holiday
sri-lanka,11 de Ago,Nikini Full Moon Poya Day,Public Holiday
sri-lanka,31 de Ago,Ganesh Chaturthi,Hindu Holiday
sri-lanka,10 de Set,Binara Full Moon Poya Day,Public Holiday
sri-lanka,19 de Set,National Day of Mourning,Government Holiday
sri-lanka,23 de Set,September Equinox,Season
sri-lanka,5 de Out,Dussehra,Hindu Holiday
sri-lanka,9 de Out,Milad-Un-Nabi (Holy Prophet's Birthday),Public Holiday
sri-lanka,9 de Out,Vap Full Moon Poya Day,Public Holiday
sri-lanka,10 de Out,Special Bank Holiday,Public Holiday
sri-lanka,24 de Out,Deepavali,Public Holiday
sri-lanka,7 de Nov,Ill Full Moon Poya Day,Public Holiday
sri-lanka,7 de Dez,Unduvap Full Moon Poya Day,Public Holiday
sri-lanka,22 de Dez,December Solstice,Season
sri-lanka,24 de Dez,Christmas Eve,Observance
sri-lanka,25 de Dez,Christmas Day,Public Holiday
sri-lanka,26 de Dez,Special Bank Holiday,Public Holiday
saint-barthelemy,1 de Jan,New Year's Day,Public Holiday
saint-barthelemy,28 de Fev,Carnival / Shrove Monday,Observance
saint-barthelemy,1 de Mar,Carnival / Shrove Tuesday,Observance
saint-barthelemy,2 de Mar,Carnival / Ash Wednesday,Observance
saint-barthelemy,20 de Mar,March Equinox,Season
saint-barthelemy,15 de Abr,Good Friday,Observance
saint-barthelemy,17 de Abr,Easter Sunday,Observance
saint-barthelemy,18 de Abr,Easter Monday,Public Holiday
saint-barthelemy,1 de Mai,Labor Day / May Day,Public Holiday
saint-barthelemy,8 de Mai,Victory Day,Public Holiday
saint-barthelemy,26 de Mai,Ascension Day,Public Holiday
saint-barthelemy,6 de Jun,Whit Monday,Public Holiday
saint-barthelemy,21 de Jun,June Solstice,Season
saint-barthelemy,14 de Jul,French National Day,Public Holiday
saint-barthelemy,15 de Ago,Assumption of Mary,Public Holiday
saint-barthelemy,22 de Set,September Equinox,Season
saint-barthelemy,9 de Out,Abolition Day,Public Holiday
saint-barthelemy,1 de Nov,All Saints' Day,Public Holiday
saint-barthelemy,11 de Nov,Armistice Day,Public Holiday
saint-barthelemy,21 de Dez,December Solstice,Season
saint-barthelemy,25 de Dez,Christmas Day,Public Holiday
saint-barthelemy,26 de Dez,Boxing Day,Observance
sudan,1 de Jan,Independence Day,Public Holiday
sudan,7 de Jan,Coptic Christmas,Public Holiday
sudan,20 de Mar,March Equinox,Season
sudan,6 de Abr,Public Holiday,Public Holiday
sudan,24 de Abr,Coptic Easter,Public Holiday
sudan,2 de Mai,Eid al-Fitr,Public Holiday
sudan,3 de Mai,Eid al-Fitr Holiday,Public Holiday
sudan,4 de Mai,Eid al-Fitr Holiday,Public Holiday
sudan,5 de Mai,Eid al-Fitr Holiday,Public Holiday
sudan,21 de Jun,June Solstice,Season
sudan,9 de Jul,Eid al-Adha,Public Holiday
sudan,10 de Jul,Eid al-Adha Holiday,Public Holiday
sudan,11 de Jul,Eid al-Adha Holiday,Public Holiday
sudan,12 de Jul,Eid al-Adha Holiday,Public Holiday
sudan,13 de Jul,Eid al-Adha Holiday,Public Holiday
sudan,14 de Jul,Eid al-Adha Holiday,Public Holiday
sudan,30 de Jul,Muharram,Public Holiday
sudan,23 de Set,September Equinox,Season
sudan,8 de Out,The Prophet's Birthday,Public Holiday
sudan,21 de Dez,December Solstice,Season
sudan,25 de Dez,Christmas Day,Public Holiday
suriname,1 de Jan,New Year,Public Holiday
suriname,1 de Fev,Lunar New Year,Public Holiday
suriname,25 de Fev,Revolution Day,Public Holiday
suriname,18 de Mar,Holi Phagwa,Public Holiday
suriname,20 de Mar,March Equinox,Season
suriname,15 de Abr,Good Friday,Public Holiday
suriname,17 de Abr,Easter Sunday,Public Holiday
suriname,18 de Abr,Easter Monday,Public Holiday
suriname,1 de Mai,Labor Day,Public Holiday
suriname,2 de Mai,Eid al-Fitr,Public Holiday
suriname,21 de Jun,June Solstice,Season
suriname,1 de Jul,Freedom Day,Public Holiday
suriname,9 de Jul,Eid al-Adha,Public Holiday
suriname,9 de Ago,Indigenous Peoples Day,Public Holiday
suriname,19 de Set,260th anniversary of the Saramaccan Day,Public Holiday
suriname,22 de Set,September Equinox,Season
suriname,10 de Out,Day of the Maroons,Public Holiday
suriname,24 de Out,Diwali,Public Holiday
suriname,25 de Nov,Independence Day,Public Holiday
suriname,21 de Dez,December Solstice,Season
suriname,25 de Dez,Christmas Day,Public Holiday
suriname,26 de Dez,Boxing Day,Public Holiday
sweden,1 de Jan,New Year's Day,Public holiday
sweden,5 de Jan,Twelfth Night,De facto half holiday
sweden,6 de Jan,Epiphany,Public holiday
sweden,14 de Fev,Valentine's Day,Observance
sweden,20 de Mar,March Equinox,Season
sweden,27 de Mar,Daylight Saving Time starts,Clock change/Daylight Saving Time
sweden,15 de Abr,Good Friday,Public holiday
sweden,16 de Abr,Holy Saturday,De facto holiday
sweden,17 de Abr,Easter Sunday,Public holiday
sweden,18 de Abr,Easter Monday,Public holiday
sweden,30 de Abr,Walpurgis Night,De facto half holiday
sweden,1 de Mai,May 1st,Public holiday
sweden,26 de Mai,Ascension Day,Public holiday
sweden,29 de Mai,Mother's Day,Observance
sweden,4 de Jun,Whit Saturday,De facto holiday
sweden,5 de Jun,Whit Sunday,Public holiday
sweden,6 de Jun,National day,Public holiday
sweden,21 de Jun,June Solstice,Season
sweden,24 de Jun,Midsummer Eve,De facto and Bank holiday
sweden,25 de Jun,Midsummer Day,Public holiday
sweden,23 de Set,September Equinox,Season
sweden,30 de Out,Daylight Saving Time ends,Clock change/Daylight Saving Time
sweden,4 de Nov,All Saints' Eve,De facto half holiday
sweden,5 de Nov,All Saints' Day,Public holiday
sweden,13 de Nov,Father's Day,Observance
sweden,27 de Nov,First Advent Sunday,"Observance, Christian"
sweden,4 de Dez,Second Advent Sunday,"Observance, Christian"
sweden,11 de Dez,Third Advent Sunday,"Observance, Christian"
sweden,18 de Dez,Fourth Advent Sunday,"Observance, Christian"
sweden,21 de Dez,December Solstice,Season
sweden,24 de Dez,Christmas Eve,De facto holiday
sweden,25 de Dez,Christmas Day,Public holiday
sweden,26 de Dez,Boxing Day,Public holiday
sweden,31 de Dez,New Year's Eve,De facto and Bank holiday
switzerland,1 de Jan,New Year's Day,Common local holiday
switzerland,2 de Jan,Berchtold Day,Common local holiday
switzerland,6 de Jan,Epiphany,Common local holiday
switzerland,14 de Fev,Valentine's Day,Observance
switzerland,1 de Mar,Republic Day,Common local holiday
switzerland,19 de Mar,Saint Joseph's Day,Common local holiday
switzerland,20 de Mar,March Equinox,Season
switzerland,27 de Mar,Daylight Saving Time starts,Clock change/Daylight Saving Time
switzerland,7 de Abr,Näfelser Fahrt,Common local holiday
switzerland,15 de Abr,Good Friday,Common local holiday
switzerland,17 de Abr,Easter Sunday,Observance
switzerland,18 de Abr,Easter Monday,Common local holiday
switzerland,25 de Abr,Sechseläuten,Observance
switzerland,1 de Mai,May Day,Common local holiday
switzerland,1 de Mai,May Day (Half-Day),Observance
switzerland,1 de Mai,May Day (Half-Day),Half Day Holiday
switzerland,8 de Mai,Mother's Day,Observance
switzerland,26 de Mai,Ascension Day,Common local holiday
switzerland,5 de Jun,Father's Day,Observance
switzerland,5 de Jun,Pentecost,Observance
switzerland,6 de Jun,Pentecost Monday,Common local holiday
switzerland,16 de Jun,Corpus Christi,Common local holiday
switzerland,21 de Jun,June Solstice,Season
switzerland,23 de Jun,Jura Independence Day,Common local holiday
switzerland,29 de Jun,St. Peter and St. Paul,Observance
switzerland,1 de Ago,Swiss National Day,National holiday
switzerland,15 de Ago,Assumption of Mary,Common local holiday
switzerland,8 de Set,Jeune Genevois,Common local holiday
switzerland,10 de Set,Knabenschiessen,Observance
switzerland,11 de Set,Knabenschiessen,Observance
switzerland,12 de Set,Knabenschiessen,Observance
switzerland,18 de Set,Swiss Federal Fast,Observance
switzerland,19 de Set,Federal Fast Monday,Common local holiday
switzerland,22 de Set,Mauritius Day,Common local holiday
switzerland,23 de Set,September Equinox,Season
switzerland,25 de Set,St. Nicholas of Flüe,Common local holiday
switzerland,30 de Out,Daylight Saving Time ends,Clock change/Daylight Saving Time
switzerland,1 de Nov,All Saints' Day,Common local holiday
switzerland,8 de Dez,Immaculate Conception,Common local holiday
switzerland,21 de Dez,December Solstice,Season
switzerland,24 de Dez,Christmas Eve,Observance
switzerland,25 de Dez,Christmas Day,Common local holiday
switzerland,26 de Dez,St. Stephen's Day,Common local holiday
switzerland,31 de Dez,New Year's Eve,Observance
switzerland,31 de Dez,Restoration Day,Common local holiday
syria,1 de Jan,New Year,Public Holiday
syria,8 de Mar,Revolution Day,Public Holiday
syria,20 de Mar,March Equinox,Season
syria,21 de Mar,Mothers' Day,Public Holiday
syria,25 de Mar,Daylight Saving Time starts,Clock change/Daylight Saving Time
syria,17 de Abr,Easter Sunday,Observance
syria,17 de Abr,Evacuation Day,Public Holiday
syria,24 de Abr,Orthodox Easter Day,Public Holiday
syria,1 de Mai,Labor Day,Public Holiday
syria,2 de Mai,Eid al-Fitr,Public Holiday
syria,6 de Mai,Martyrs' Day,Public Holiday
syria,21 de Jun,June Solstice,Season
syria,9 de Jul,Eid al-Adha,Public Holiday
syria,10 de Jul,Eid al-Adha holiday,Government Holiday
syria,11 de Jul,Eid al-Adha holiday,Government Holiday
syria,12 de Jul,Eid al-Adha holiday,Government Holiday
syria,13 de Jul,Eid al-Adha holiday,Government Holiday
syria,14 de Jul,Eid al-Adha holiday,Government Holiday
syria,30 de Jul,Muharram,Public Holiday
syria,1 de Ago,Armed Forces Day,Observance
syria,23 de Set,September Equinox,Season
syria,4 de Out,Daylight Saving Time ends,Clock change/Daylight Saving Time
syria,6 de Out,October Liberation Day,Public Holiday
syria,8 de Out,The Prophet's Birthday (Tentative Date),Public Holiday
syria,22 de Dez,December Solstice,Season
syria,25 de Dez,Christmas Day,Public Holiday
taiwan,1 de Jan,Republic Day/New Year's Day,National holiday
taiwan,22 de Jan,Make up Day for Lunar New Year Holiday,Working day on weekend
taiwan,31 de Jan,Lunar New Year's Eve,National holiday
taiwan,1 de Fev,Lunar New Year's Day,National holiday
taiwan,2 de Fev,Lunar New Year Holiday,National holiday
taiwan,3 de Fev,Lunar New Year Holiday,National holiday
taiwan,4 de Fev,Lunar New Year Holiday,National holiday
taiwan,4 de Fev,Farmer's Day,Observance
taiwan,5 de Fev,Lunar New Year Holiday,National holiday
taiwan,15 de Fev,Lantern Festival,Observance
taiwan,15 de Fev,Tourism Day,Observance
taiwan,28 de Fev,Peace Memorial Day,National holiday
taiwan,4 de Mar,Earth God's Birthday,Observance
taiwan,8 de Mar,International Women's Day,Observance
taiwan,12 de Mar,Arbor Day,Observance
taiwan,20 de Mar,March Equinox,Season
taiwan,21 de Mar,Kuan Yin's Birthday,Observance
taiwan,29 de Mar,Youth Day,Observance
taiwan,4 de Abr,Children's Day,National holiday
taiwan,5 de Abr,Tomb Sweeping Day,National holiday
taiwan,15 de Abr,God of Medicine's Birthday,Observance
taiwan,17 de Abr,Easter Sunday,Observance
taiwan,23 de Abr,Matsu's Birthday,Observance
taiwan,1 de Mai,Labor Day,Private Sector
taiwan,2 de Mai,Labor Day observed,Private Sector
taiwan,4 de Mai,Literary Day,Observance
taiwan,8 de Mai,Mother's Day,Observance
taiwan,8 de Mai,Buddha's Birthday,Observance
taiwan,3 de Jun,Dragon Boat Festival,National holiday
taiwan,3 de Jun,Opium Suppression Movement Day,Observance
taiwan,11 de Jun,Kuan Kung's Birthday,Observance
taiwan,11 de Jun,Chen Huang's Birthday,Observance
taiwan,21 de Jun,June Solstice,Season
taiwan,4 de Ago,Chinese Valentine's Day,Observance
taiwan,8 de Ago,Father's Day,Observance
taiwan,12 de Ago,Hungry Ghost Festival,Observance
taiwan,3 de Set,Armed Forces Day,Observance
taiwan,9 de Set,Mid-Autumn Festival Holiday,National holiday
taiwan,10 de Set,Mid-Autumn Festival,National holiday
taiwan,23 de Set,September Equinox,Season
taiwan,28 de Set,Teachers' Day,Observance
taiwan,4 de Out,Double Ninth Day,Observance
taiwan,10 de Out,National Day,National holiday
taiwan,21 de Out,Overseas Chinese Day,Observance
taiwan,25 de Out,Taiwan's Retrocession Day,Observance
taiwan,31 de Out,Halloween,Observance
taiwan,8 de Nov,Saisiat Festival,Observance
taiwan,12 de Nov,Sun Yat-sen's Birthday,Observance
taiwan,22 de Dez,December Solstice,Season
taiwan,22 de Dez,Dōngzhì Festival,Observance
taiwan,25 de Dez,Constitution Day,Observance
taiwan,25 de Dez,Christmas Day,Observance
tajikistan,1 de Jan,New Year's Day,Public Holiday
tajikistan,3 de Jan,Day off for New Year's Day,Public Holiday
tajikistan,5 de Mar,Working day,Working day on weekend
tajikistan,7 de Mar,International Women's Day Holiday,Public Holiday
tajikistan,8 de Mar,International Women's Day,Public Holiday
tajikistan,19 de Mar,Working day,Working day on weekend
tajikistan,20 de Mar,March Equinox,Season
tajikistan,21 de Mar,Navruz Celebration,Public Holiday
tajikistan,22 de Mar,Navruz Celebration,Public Holiday
tajikistan,23 de Mar,Navruz Celebration,Public Holiday
tajikistan,24 de Mar,Navruz Celebration,Public Holiday
tajikistan,25 de Mar,Navruz Celebration,Public Holiday
tajikistan,1 de Mai,Labor Day / May Day,Observance
tajikistan,2 de Mai,Eid ul Fitr,Public Holiday
tajikistan,9 de Mai,Victory Day,Public Holiday
tajikistan,21 de Jun,June Solstice,Season
tajikistan,27 de Jun,Day of National Unity,Public Holiday
tajikistan,9 de Jul,Eid al-Adha,Public Holiday
tajikistan,11 de Jul,Day off for Eid al-Adha,Public Holiday
tajikistan,9 de Set,Independence Day,Public Holiday
tajikistan,23 de Set,September Equinox,Season
tajikistan,6 de Nov,Constitution Day,Public Holiday
tajikistan,7 de Nov,Day off for Constitution Day,Public Holiday
tajikistan,22 de Dez,December Solstice,Season
tanzania,1 de Jan,New Year's Day,Public Holiday
